epoch,price
1735369235.165008,21.157060
1735369235.165008,21.157370
1735369235.165008,21.157400
1735369235.165008,21.157490
1735369235.165008,21.157510
1735369235.165008,21.157520
1735369235.165008,21.157530
1735369235.165008,21.157620
1735369235.165008,21.158850
1735369235.165008,21.159000
1735369324.019761,21.159000
1735369325.160855,21.165490
1735369325.160855,21.165560
1735369325.677434,21.166190
1735369325.677434,21.166460
1735369325.773421,21.166630
1735369325.773421,21.166730
1735369325.773421,21.166740
1735369325.773422,21.166770
1735369325.778132,21.166870
1735369325.845331,21.167510
1735369325.845331,21.167530
1735369325.845331,21.167540
1735369325.845331,21.167550
1735369325.845331,21.167630
1735369325.845331,21.167640
1735369325.845331,21.167650
1735369325.862515,21.168650
1735369325.967176,21.169660
1735369328.147020,21.175870
1735369328.238517,21.177240
1735369328.238517,21.177250
1735369347.953796,21.195910
1735369347.953796,21.196120
1735369350.766323,21.201670
1735369363.201294,21.201670
1735369423.083689,21.198850
1735369423.083689,21.198860
1735369440.203754,21.200040
1735369440.203754,21.200120
1735369447.835653,21.201600
1735369447.835653,21.201670
1735369447.840240,21.204740
1735369447.847386,21.204790
1735369447.847386,21.205630
1735369447.847386,21.206130
1735369447.847386,21.206580
1735369451.105383,21.207410
1735369452.632544,21.212890
1735369452.639478,21.214870
1735369452.639478,21.214880
1735369452.639478,21.214900
1735369452.639478,21.214910
1735369452.639478,21.214940
1735369452.664298,21.215250
1735369452.916467,21.216370
1735369452.916467,21.220030
1735369456.235870,21.220030
1735369495.506274,21.223670
1735369587.699049,21.207360
1735369587.699049,21.207370
1735369608.690631,21.201810
1735369608.690631,21.201810
1735369608.690631,21.197550
1735369608.690631,21.195440
1735369608.690631,21.195440
1735369608.690631,21.195430
1735369630.694636,21.203410
1735369633.541124,21.203620
1735369633.541124,21.205890
1735369633.541124,21.205990
1735369652.062986,21.205990
1735369652.062986,21.206030
1735369652.062986,21.206190
1735369652.062986,21.206210
1735369652.062986,21.206350
1735369652.062986,21.206380
1735369652.062986,21.206400
1735369652.062986,21.211280
1735369652.062986,21.211290
1735369671.930267,21.211260
1735369671.930267,21.211270
1735369733.516306,21.210370
1735369734.563092,21.210370
1735369734.563092,21.210380
1735369744.330779,21.211270
1735369744.330779,21.211300
1735369744.330779,21.211470
1735369744.330779,21.212030
1735369744.330779,21.212040
1735369744.330779,21.212050
1735369744.330779,21.212060
1735369744.330779,21.212070
1735369744.330779,21.212080
1735369744.330779,21.212330
1735369744.330779,21.213080
1735369744.330780,21.213390
1735369745.039372,21.214270
1735369745.039372,21.214290
1735369746.543837,21.219760
1735369748.936819,21.220750
1735369749.013821,21.222990
1735369749.137300,21.224570
1735369758.830258,21.230850
1735369793.256873,21.234440
1735369793.256873,21.234460
1735369793.256873,21.234470
1735369793.272920,21.235390
1735369815.531019,21.240450
1735369815.531019,21.241480
1735369815.531019,21.241510
1735369815.574360,21.242110
1735369819.247619,21.243820
1735369819.247619,21.243910
1735369819.247619,21.243950
1735369819.247619,21.244070
1735369819.247619,21.244100
1735369819.247619,21.244130
1735369819.247619,21.244180
1735369819.247619,21.244390
1735369819.247619,21.244420
1735369819.247619,21.246760
1735369819.247619,21.252820
1735369819.247619,21.252850
1735369819.247619,21.252980
1735369819.247619,21.253410
1735369819.247619,21.253510
1735369819.247619,21.253700
1735369819.247619,21.254320
1735369819.247619,21.255490
1735369819.247619,21.255810
1735369819.247619,21.262270
1735369819.247619,21.262280
1735369819.247619,21.262630
1735369878.587441,21.244140
1735369885.829548,21.244140
1735369885.829548,21.244160
1735369885.829548,21.244170
1735369885.829548,21.244180
1735369962.873778,21.251890
1735370035.340867,21.251000
1735370036.358065,21.251000
1735370040.030844,21.251000
1735370046.487176,21.251000
1735370046.487176,21.251000
1735370046.493440,21.251000
1735370046.496384,21.251000
1735370046.497545,21.251000
1735370046.497545,21.251000
1735370046.504139,21.251000
1735370046.508583,21.251000
1735370046.555255,21.251000
1735370054.515748,21.251000
1735370054.515748,21.251000
1735370054.517597,21.251000
1735370054.517597,21.251000
1735370054.518660,21.251000
1735370054.522184,21.251000
1735370054.572027,21.251000
1735370054.594295,21.251000
1735370055.042671,21.251000
1735370055.129682,21.251000
1735370060.241043,21.251000
1735370060.241043,21.251000
1735370060.241043,21.251000
1735370063.765085,21.251000
1735370063.765085,21.251000
1735370063.767863,21.251000
1735370063.767863,21.251000
1735370063.770486,21.251000
1735370063.885214,21.251000
1735370063.889088,21.251000
1735370063.889088,21.251000
1735370063.892386,21.251000
1735370063.899026,21.251000
1735370063.920946,21.251000
1735370063.942824,21.251000
1735370064.686890,21.251000
1735370068.205473,21.251000
1735370068.208369,21.251000
1735370068.210868,21.251000
1735370068.250426,21.251000
1735370068.251385,21.251000
1735370068.263999,21.251000
1735370068.300441,21.251000
1735370068.344242,21.251000
1735370068.371160,21.251000
1735370068.390364,21.251000
1735370068.393363,21.251000
1735370068.615472,21.251000
1735370068.620781,21.251000
1735370068.624805,21.251000
1735370068.643533,21.251000
1735370068.724100,21.251000
1735370068.779773,21.251000
1735370068.779773,21.251000
1735370068.779773,21.251900
1735370149.364004,21.246370
1735370228.488764,21.206970
1735370274.592686,21.213610
1735370303.252840,21.204020
1735370357.506765,21.200650
1735370357.506765,21.200660
1735370357.506766,21.200890
1735370365.276068,21.203200
1735370365.463836,21.209420
1735370365.463836,21.209520
1735370367.335935,21.213590
1735370367.335935,21.213610
1735370367.371355,21.213620
1735370367.371355,21.213630
1735370367.371355,21.213640
1735370367.371355,21.213650
1735370367.371355,21.213730
1735370367.422624,21.216660
1735370451.962651,21.215830
1735370451.962651,21.215840
1735370587.094704,21.215840
1735370587.094704,21.218310
1735370587.094704,21.218490
1735370587.094704,21.220190
1735370587.094704,21.220200
1735370598.278054,21.220200
1735370598.278054,21.220250
1735370598.278054,21.220290
1735370598.278054,21.220420
1735370598.278054,21.220440
1735370598.278054,21.220490
1735370598.278054,21.220520
1735370598.278054,21.220530
1735370598.278054,21.220580
1735370598.278054,21.220620
1735370671.986735,21.222070
1735370717.461522,21.222070
1735370717.461522,21.222080
1735370717.461522,21.222390
1735370717.461522,21.229810
1735370717.461522,21.229820
1735370719.852980,21.229810
1735370719.852980,21.229820
1735370719.852980,21.229830
1735370719.852980,21.229840
1735370719.852980,21.229880
1735370719.852980,21.229890
1735370719.852980,21.229920
1735370731.211387,21.225980
1735370731.211387,21.225990
1735370942.641402,21.175600
1735370945.626827,21.175990
1735370945.626827,21.175990
1735370953.573435,21.176000
1735370953.573435,21.176000
1735370969.243169,21.170720
1735371000.643590,21.175370
1735371000.643590,21.176000
1735371000.643590,21.176000
1735371000.643590,21.176010
1735371000.643590,21.176020
1735371000.643590,21.176030
1735371000.643590,21.176040
1735371000.643590,21.176050
