epoch,price
1736665261.506417,6.69390
1736665321.116464,6.69390
1736665321.631343,6.69400
1736665323.921397,6.69400
1736665323.921397,6.69400
1736665323.944162,6.69400
1736665334.526169,6.70200
1736665334.552099,6.70120
1736665416.047036,6.69440
1736665483.186548,6.69720
1736665503.152186,6.69790
1736665594.280854,6.69190
1736665634.813224,6.69190
1736665634.813224,6.69190
1736665646.413077,6.69110
1736665647.791350,6.69050
1736665651.014501,6.68670
1736665653.109740,6.68350
1736665655.129187,6.67800
1736665663.245738,6.67650
1736665665.010791,6.67560
1736665679.060119,6.67720
1736665683.834316,6.67720
1736665762.267473,6.68020
1736665763.786833,6.67740
1736665806.215120,6.67720
1736665824.355038,6.67720
1736665834.776089,6.67720
1736665834.776326,6.67720
1736665834.780217,6.67500
1736665848.118801,6.66990
1736665848.119110,6.66990
1736665848.119110,6.66910
1736665848.119110,6.66870
1736665848.124066,6.66870
1736665848.139837,6.66750
1736665848.170453,6.66650
1736665863.835055,6.66430
1736665930.557368,6.66220
1736665968.999922,6.66810
1736665968.999922,6.66810
1736665968.999922,6.66810
1736665968.999922,6.66810
1736665968.999922,6.66810
1736665968.999922,6.66810
1736666023.170197,6.66190
1736666046.092288,6.66520
1736666109.197806,6.66820
1736666109.200607,6.66820
1736666109.779818,6.66820
1736666136.056914,6.67700
1736666181.935593,6.68030
1736666223.973394,6.67980
1736666305.410966,6.67700
1736666383.168963,6.67880
1736666403.688312,6.67910
1736666486.369296,6.68960
1736666486.369296,6.68960
1736666486.369296,6.69000
1736666492.872536,6.68950
1736666550.617745,6.68990
1736666583.850889,6.68960
1736666662.204646,6.69800
1736666743.214596,6.69610
1736666766.439142,6.69350
1736666767.309017,6.69420
1736666767.309017,6.69420
1736666767.309017,6.69420
1736666767.309017,6.69470
1736666767.309017,6.69470
1736666853.470020,6.70140
1736666867.138340,6.70270
1736666892.475627,6.69920
1736666944.634439,6.69930
1736666991.192271,6.69740
1736666991.192271,6.69770
1736666991.192271,6.69780
1736666991.192271,6.69790
1736666991.192271,6.69790
1736666991.192271,6.69860
1736666991.192271,6.69860
1736666991.192271,6.69860
1736667035.625311,6.70500
1736667076.228450,6.70350
1736667126.736639,6.71220
1736667179.254189,6.71160
1736667179.254189,6.71150
1736667179.254189,6.71140
1736667181.342279,6.71230
1736667216.815762,6.70930
1736667283.188032,6.71520
1736667303.027868,6.71250
1736667395.985706,6.70850
1736667455.490172,6.70550
1736667482.911923,6.70480
1736667564.070915,6.70650
1736667644.748053,6.71010
1736667662.794094,6.71140
1736667753.286310,6.71070
1736667782.585029,6.70800
1736667831.038036,6.70970
1736667831.038036,6.71000
1736667831.038036,6.71020
1736667831.038036,6.71080
1736667831.038036,6.71090
1736667831.038036,6.71090
1736667831.038036,6.71100
1736667831.038036,6.71130
1736667831.038036,6.71150
1736667831.038036,6.71160
1736667831.038036,6.71180
1736667831.038036,6.71190
1736667831.038036,6.71220
1736667831.038036,6.71250
1736667831.038036,6.71260
1736667831.038036,6.71270
1736667831.038036,6.71270
1736667831.038036,6.71270
1736667831.038036,6.71280
1736667843.258747,6.71090
1736667902.726965,6.70370
1736667997.370382,6.70990
1736668027.450208,6.71190
1736668086.989055,6.71400
1736668145.155397,6.71570
1736668178.308795,6.71880
1736668203.036275,6.72020
1736668230.445015,6.72580
1736668267.662175,6.72480
1736668283.236670,6.72250
1736668283.236670,6.72270
1736668283.236670,6.72310
1736668283.236670,6.72310
1736668283.236670,6.72320
1736668283.236670,6.72320
1736668322.015185,6.72660
1736668383.686695,6.72660
1736668432.348620,6.72660
1736668432.348620,6.72660
1736668442.078883,6.72100
1736668508.216540,6.71640
1736668563.796180,6.71630
1736668622.917224,6.72000
1736668687.889176,6.71710
1736668741.634608,6.71530
1736668807.010564,6.71680
1736668817.313692,6.71690
1736668817.501558,6.71690
1736668817.701647,6.71690
1736668818.183252,6.71690
1736668818.318598,6.71690
1736668818.701018,6.71690
1736668861.452564,6.71480
1736668924.385960,6.71610
1736668980.747412,6.72160
1736669027.187333,6.72170
1736669027.187971,6.72170
1736669027.191034,6.72170
1736669027.191034,6.72180
1736669032.785758,6.72190
1736669032.785758,6.72220
1736669032.785758,6.72230
1736669032.785758,6.72240
1736669032.785758,6.72250
1736669032.785758,6.72260
1736669032.785758,6.72270
1736669035.506515,6.72280
1736669035.506515,6.72290
1736669035.507146,6.72290
1736669035.508033,6.72290
1736669035.508033,6.72300
1736669035.508033,6.72310
1736669035.509447,6.72320
1736669035.509447,6.72330
1736669035.509447,6.72340
1736669035.510610,6.72360
1736669035.512167,6.72400
1736669035.512692,6.72470
1736669035.512692,6.72480
1736669035.512692,6.72490
1736669035.512692,6.72500
1736669035.527903,6.72720
1736669035.527903,6.72760
1736669045.303671,6.72820
1736669050.194960,6.72830
1736669050.196294,6.72830
1736669103.782246,6.73490
1736669127.155912,6.73500
1736669127.155912,6.73600
1736669127.363027,6.73700
1736669162.109654,6.73710
1736669192.886763,6.73880
1736669192.886763,6.73890
